#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
bombjack;봄 잭;MAME;0;1984;Tehkan;Action;2;90;Joystick (8-way);good;1;raster;0;0;0;1
bonk;PC원인;MAME tg16;Bonk's Adventure (U);1990;Hudson;Action;;;;;;;;;;
bonk;봉크의 모험;MAME nes;Bonk's Adventure (1993,Hudson)(U);;;Action;1;;;;;;;;;2
bonk2;PC원인 2: 봉크의 리벤지;MAME tg16;Bonk's Revenge (U);1991;Hudson;Action;;;;;;;;;;
bonkadv;구극!! PC 원인;MAME;0;1994;kaneko;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;4
boogwing;부기 윙즈;MAME;0;1992;Data east;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;3
bosco;보스코니안;MAME;0;1981;Namco;Shooting;;;;;;;;;;
breakrev;브레이커즈 리벤지;MAME;0;1998;Visco;VS Fighting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
Breath of Fire 1 (K);브레스 오브 파이어 1 (한글판);SNES;;1993;Capcom;RPG;;;;;;;;;;
Breath of Fire 2 (K);브레스 오브 파이어 2 (한글판);SNES;;1995;Capcom;RPG;;;;;;;;;;
brival;버닝 라이벌;MAME;0;1992;Irem;VS Fighting;2;0;Joystick (8-way);good;1;raster;0;0;0;2
brvblade;브레이브 블레이드;PSXmame;0;2000;Raizing;VS Fighting;;;;;;;cpzn2;;;
bstars2;베이스볼 스타즈 2;MAME;0;1993;SNK;Sports;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;2
btlmanid;배틀매니아 대음양;MAME megadrij;Battle Mania Daiginjou (Japan, Korea);1993;Vic Tokai;Shooting;1;;;;;;;;8MB;
btoads;배틀 토드;MAME;0;1994;Rare;Arcade;;;;;;;;;;
bubblem;버블보블 3 : 메모리즈;MAME;0;1995;Taito Corporation Japan;Action;4;0;Joystick (8-way),dial;good;1;raster;0;0;0;4
bublbob2;버블보블 2;MAME;0;1994;Taito Corporation Japan;Action;4;0;Joystick (8-way),dial;good;1;raster;0;0;0;4
bublbobl;버블보블;MAME;0;1986;Taito;Action;2;0;Joystick (2-way);good;1;raster;0;0;0;2
bublbobl;보글보글;MAME cpg120-cart;Bubble Bobble (Japan);1987;Taito;Action;2;;;;;;MSX2 ROMPAC;all;1MB;
bucky;버키 오헤어;MAME nes;Bucky O'Hare (USA);;Konami;Action;1;;;;;;;;;2
bucky;벅키 오 헤어;MAME;0;1992;Konami;Shooting;4;0;Joystick (8-way);imperfect;1;raster;0;0;0;3
bullmigt;불과 마이티의 위기일발;MAME cpg120-cart;;1986;HAL;Action;1;;;;;;MSX ROMPAC;all;256KB;
burnangl;버닝 엔젤;MAME pce;;1990;Naxat;Shooting;;;;;;;;;;
burnforc;버닝 포스;MAME;0;1989;Namco;Shooting;;;;;;;;;;
cabal;카발;MAME;0;1988;TAD;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;3
cabbagepk;양배추인형;MAME cpg120-cart;Cabbage Patch Kids (1983)(Konami)(J);1983;Konami;Action;2;;;;;;MSX ROMPAC;all;256KB;
cadash;카다쉬;MAME;0;1989;Taito Corporation Japan;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;2
cairblad;체인지 에어 블레이드;MAME;0;1999;Sammy;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
calgame2b;캘리포니아 게임즈 II;MAME sms;California Games II (Brazil, Korea);;;Sports;;;;;;;;;;
capsnk;캡콤 Vs. SNK 밀레니엄 파이트 2000;SEGA NAOMI;0;2000;Capcom;VS Fighting;2;0;Joystick (8-way);;;;;;;
captaven;캡틴 아메리카 & 어벤저스;MAME;0;1991;Data east;Arcade;;;;;;;;0;0;4
captcomm;캡틴 코만도;MAME;0;1991;Capcom;Arcade;;;;;;;cps1;0;0;4
captflag;캡틴 플래그;MAME;0;1993;Jaleco;Puzzle;2;0;;good;1;raster;;0;0;2
captlang;캡틴 랑그 / 하이 시즈 하복;MAME megadrij;havoc;1994;Data East;Action;1;;;;;;;;8MB;
castlex;캐슬 엑설런트;MAME cpg120-cart;Castle Excellent (1986)(Ascii)(J);1986;ASCII;Puzzle;1;;;;;;MSX ROMPAC;all;256KB;
castlill;미키마우스: 환상의 성 대모험;MAME Genesis;Castle of Illusion Starring Mickey Mouse (1990,Disney,AT)(UE);1990;SEGA;Action;1;;;;;;;;4MB;
castlillu;미키마우스 - 환상의 성;MAME sms;Castle of Illusion Starring Mickey Mouse (USA);;;Action;;;;;;;;;;
cawing;캐리어 에어윙;MAME;0;1990;Capcom;Shooting;2;0;Joystick (8-way);good;1;raster;cps1;0;0;2
cbuster;크루드 버스터;MAME;0;1990;Data east;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;3
Champion Boxing (K);챔피언 복싱 (한글판);MSX Cartridge;champbox;1985;Pony Canyon;Sports;2;;;;;;MSX ROMPAC;all;256KB;
Champion Pro Wrestling (K);챔피언 프로 레슬링 (한글판);MSX Cartridge;champpwr;1985;Pony Canyon;Sports;2;;;;;;MSX ROMPAC;all;256KB;
chaotixju;너클즈 카오틱스 [32X];MAME 32x;chaotix;1995;SEGA;Action;1;;;;;;;;32MB;
chasehq;체이스 H.Q.;MAME;0;1988;Taito Corporation Japan;Racing;1;0;Paddle,pedal;good;1;raster;0;0;0;2
chelnov;체르노브 - 아토믹 런너;MAME;0;1988;Data East;Action;1;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;2
chelnov;체르노브 / 아토믹 런너;MAME megadrij;atomrun;1992;Data East;Action;1;;;;;;;;8MB;
chinagat;차이나게이트 / 서유강마록;MAME;0;1988;Technos Japan;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;3
chinhero;차이니즈 히어로;MAME;0;1984;타이요;Action;2;90;Joystick (4-way);good;1;raster;0;0;0;4
Chip to Dale no Daisakusen (19xx,Walt Disney,Capcom,AT)(K);칩과 데일의 대작전 (한글판);NES;;;;Action;1;;;;;;;;;2
chomakai;초마계촌;MAME snes;sgng;1991;Capcom;Action;;;;;;;;;;
Choujikuu Yousai Macross - Scrambled Valkyrie (K);초시공요새 마크로스 - 스크램블 발키리 (한글판);SNES;;1993;Zamuse;Shooting;;;;;;;;;;
Chrono Trigger (K);크로노 트리거 (한글판);SNES;;1995;Square;RPG;;;;;;;;;;
chukatai;극락 중화대선;MAME pce;Gokuraku Chuka Taisen (J);1992;Taito;Shooting;;;;;;;;;;
Chuuka Taisen;중화대선;MSX Disk;;1988;Hot-B;Shooting;1;;;;;;MSX2 Disk;all;1Disc;
circusc;서커스 찰리;MAME;0;1984;Konami;Action;2;90;Joystick (2-way);good;1;raster;0;0;0;1
cleoftp;클레오파트라 포춘 플러스;SEGA NAOMI;0;2002;Taito;Puzzle;;;;;;;;;;
cleopatr;클레오파트라 포춘;MAME;0;1996;Taito;Puzzle;1;0;;good;1;;;;;
Clock Tower (1995,Human,AD)(K);클럭 타워 (한글판);Mednafen snes;;1995;Human;Adventure;;;;;;;;;;
cloderun;챔피언쉽 로드런너;MAME cpg120-cart;Championship Lode Runner (1985)(Sony)(J);1985;Sony;Action;1;;;;;;MSX ROMPAC;all;512KB;
cninja;케이브맨 닌자 / 죠 앤 맥;MAME;0;1991;Data east;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;2
colmns97;컬럼스 97;MAME;0;1996;SEGA;Puzzle;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;2
Columns (J);컬럼스;MSX Cartridge;columns;1990;Telenet Japan;Puzzle;1;;;;;;MSX2 Disk;all;1Disc;
columns;컬럼스;MAME;0;1990;SEGA;Puzzle;2;0;Joystick (8-way);good;1;raster;0;0;0;1
comicalk;코메디 권총사 죠;MAME sms;Comical Machine Gun Joe (Japan);;;Shooting;;;;;;;;;;
comicbak;빵공장;MAME cpg120-cart;Comic Bakery (1984)(Konami)(J);1984;Konami;Action;2;;;;;;MSX ROMPAC;all;128KB;
comixu;코믹스 존 ;MAME Genesis;Comix Zone (U);1995;SEGA;Action;1;;;;;;;;16MB;
contra;혼두라;MAME cpg120-cart;;1989;Konami;Action;1;;;;;;MSX2 ROMPAC;all;1MB;
contra;혼두라;MAME;0;1987;Konami;Action;2;90;Joystick (8-way);good;1;raster;0;0;0;2
contraj;혼두라 더 하드코어;SEGA Mega Drive;Contra - The Hard Corps (K) [!];1994;Konami;Action;2;;;;;;;;8MB;
contrasp;혼두라 스피리츠;MAME snes;Contra III - The Alien Wars (USA);1992;Konami;Action;;;;;;;;;;
coryoon;코륜;MAME pce;Coryoon - Child of Dragon (J);1991;Naxat;Shooting;;;;;;;;;;
cosmogng;코스모 갱 비디오 게임;MAME;0;1991;Namco;Shooting;2;90;Joystick (8-way);good;1;raster;0;0;0;3
cotton;코튼;MAME;0;1991;SEGA;Shooting;;;;;;;;0;0;4
cotton2;코튼 2;MAME;0;1997;Success;Shooting;2;;;;;;stvbios;;;
cottonbm;코튼 - 부메랑;MAME;0;1998;Success;Shooting;4;0;Joystick (8-way);imperfect;1;raster;stvbios;0;0;4
crisisf;크라이시스 포스 / 제국전기;MAME nes;Crisis_Force_(K);;Konami;Shooting;1;;;;;;;;;2
crossblm;크로스 블레임;MAME cpg120-cart;Cross Blaim (1985)(dB-Soft)(J);1985;dB-Soft;Action;1;;;;;;MSX ROMPAC;all;512KB;
crying;크라잉: 바이오 하자드 배틀;MAME megadrij;Bio-Hazard Battle (1992,Sega,ST)(UE);1992;SEGA;Shooting;1;;;;;;;;8MB;
crzcross;크레이지 크로스;MAME;0;1994;Konami;Puzzle;2;0;;good;1;;;;;
crzytaxi;크레이지 택시;SEGA NAOMI;0;1999;SEGA;Racing;;;;;;;;;;
csclub;캡콤 스포츠 클럽;MAME;0;1997;Capcom;Sports;2;0;Joystick (8-way);good;1;raster;cps2;0;0;3
